subject,message,label
Thank You for Applying to TechCorp,"Dear Robin,

We thank you for your application to Software Engineer at TechCorp. Unfortunately, we will not be proceeding further at this time.

Best wishes,
TechCorp Talent Team",3
Thank You for Applying to NextGen Systems,"Hi Robin,

After careful consideration, we have decided to move forward with other candidates for the Data Scientist position at NextGen Systems. We appreciate your time and effort.

Warm regards,
NextGen Systems Careers",3
Thank You for Applying to InnovateX,"Dear Robin,

We appreciate your interest in InnovateX. However, we have moved forward with other candidates for the UX Designer role. We wish you all the best in your job search.

Sincerely,
InnovateX HR",3
"Regretfully, Your Application for UX Designer","Dear Skyler,

We thank you for your application to UX Designer at Skyline Ltd. Unfortunately, we will not be proceeding further at this time.

Best wishes,
Skyline Ltd Talent Team",3
Thank You for Applying to FutureSolutions,"Dear Alex,

We thank you for your application to Data Scientist at FutureSolutions. Unfortunately, we will not be proceeding further at this time.

Best wishes,
FutureSolutions Talent Team",3
Application Status Update from Skyline Ltd,"Hi Jordan,

After careful consideration, we have decided to move forward with other candidates for the Backend Developer position at Skyline Ltd. We appreciate your time and effort.

Warm regards,
Skyline Ltd Careers",3
Thank You for Applying to BrightMind,"Hello Robin,

Thank you for your interest in joining BrightMind. At this time, we won’t be moving forward with your application for Data Scientist. We wish you success in your search.

Best regards,
BrightMind Recruitment Team",3
Application Status Update from BrightMind,"Hi Alex,

After careful consideration, we have decided to move forward with other candidates for the Product Manager position at BrightMind. We appreciate your time and effort.

Warm regards,
BrightMind Careers",3
Thank You for Applying to InnovateX,"Hi Avery,

After careful consideration, we have decided to move forward with other candidates for the Product Manager position at InnovateX. We appreciate your time and effort.

Warm regards,
InnovateX Careers",3
"Regretfully, Your Application for Data Scientist","Dear Skyler,

We appreciate your interest in NextGen Systems. However, we have moved forward with other candidates for the Data Scientist role. We wish you all the best in your job search.

Sincerely,
NextGen Systems HR",3
TechCorp Application Update - Position Closed,"Hello Jamie,

Thank you for your interest in joining TechCorp. At this time, we won’t be moving forward with your application for Product Manager. We wish you success in your search.

Best regards,
TechCorp Recruitment Team",3
"Regretfully, Your Application for Data Scientist","Dear Morgan,

We thank you for your application to Data Scientist at TechCorp. Unfortunately, we will not be proceeding further at this time.

Best wishes,
TechCorp Talent Team",3
"Regretfully, Your Application for Backend Developer","Dear Taylor,

We thank you for your application to Backend Developer at FutureSolutions. Unfortunately, we will not be proceeding further at this time.

Best wishes,
FutureSolutions Talent Team",3
"Regretfully, Your Application for Backend Developer","Hello Taylor,

Thank you for your interest in joining BrightMind. At this time, we won’t be moving forward with your application for Backend Developer. We wish you success in your search.

Best regards,
BrightMind Recruitment Team",3
Thank You for Applying to Skyline Ltd,"Hi Skyler,

After careful consideration, we have decided to move forward with other candidates for the Data Scientist position at Skyline Ltd. We appreciate your time and effort.

Warm regards,
Skyline Ltd Careers",3
Update on Your Application with FutureSolutions,"Dear Drew,

We thank you for your application to Product Manager at FutureSolutions. Unfortunately, we will not be proceeding further at this time.

Best wishes,
FutureSolutions Talent Team",3
Application Status Update from FutureSolutions,"Hi Skyler,

After careful consideration, we have decided to move forward with other candidates for the UX Designer position at FutureSolutions. We appreciate your time and effort.

Warm regards,
FutureSolutions Careers",3
"Regretfully, Your Application for Data Scientist","Hello Skyler,

Thank you for your interest in joining InnovateX. At this time, we won’t be moving forward with your application for Data Scientist. We wish you success in your search.

Best regards,
InnovateX Recruitment Team",3
Thank You for Applying to NextGen Systems,"Dear Alex,

We thank you for your application to UX Designer at NextGen Systems. Unfortunately, we will not be proceeding further at this time.

Best wishes,
NextGen Systems Talent Team",3
Application Status Update from TechCorp,"Hi Drew,

After careful consideration, we have decided to move forward with other candidates for the Product Manager position at TechCorp. We appreciate your time and effort.

Warm regards,
TechCorp Careers",3
InnovateX Application Update - Position Closed,"Hello Taylor,

Thank you for your interest in joining InnovateX. At this time, we won’t be moving forward with your application for Product Manager. We wish you success in your search.

Best regards,
InnovateX Recruitment Team",3
Application Status Update from InnovateX,"Hello Jamie,

Thank you for your interest in joining InnovateX. At this time, we won’t be moving forward with your application for Backend Developer. We wish you success in your search.

Best regards,
InnovateX Recruitment Team",3
"Regretfully, Your Application for Data Scientist","Hello Alex,

Thank you for your interest in joining TechCorp. At this time, we won’t be moving forward with your application for Data Scientist. We wish you success in your search.

Best regards,
TechCorp Recruitment Team",3
InnovateX Application Update - Position Closed,"Hi Casey,

After careful consideration, we have decided to move forward with other candidates for the Software Engineer position at InnovateX. We appreciate your time and effort.

Warm regards,
InnovateX Careers",3
BrightMind Application Update - Position Closed,"Hi Jordan,

After careful consideration, we have decided to move forward with other candidates for the Product Manager position at BrightMind. We appreciate your time and effort.

Warm regards,
BrightMind Careers",3
